Index,Car Name,Color,Model Year,Mileage (kmpl),Fuel Type,Transmission,Engine CC,Number of Seats,Current Price (lakhs)
1585,Hyundai i20,White,2021,20,Petrol,Automatic,1995,7,42.8
1586,Kia Seltos,Silver,2016,23,Diesel,Manual,800,5,20.0
1587,Mahindra XUV500,Blue,2016,17,Diesel,Automatic,1995,7,10.1
1588,Mahindra XUV500,Silver,2015,12,Diesel,Manual,800,7,48.8
1589,BMW X1,Silver,2022,12,Diesel,Automatic,1498,5,16.7
1590,Toyota Innova,Silver,2017,15,Petrol,Manual,2179,7,41.6
1591,Maruti Alto,Silver,2017,12,Petrol,Automatic,800,5,30.8
1592,Audi Q5,Blue,2020,17,Petrol,Automatic,1984,7,13.9
1593,BMW X1,Blue,2022,18,Petrol,Automatic,1200,7,14.2
1594,Toyota Innova,White,2021,20,Petrol,Automatic,1200,7,26.6
1595,Honda City,Grey,2018,22,Diesel,Manual,2400,5,15.1
1596,Kia Seltos,Green,2021,14,Diesel,Automatic,1498,7,9.3
1597,Toyota Innova,Blue,2018,11,Petrol,Manual,1200,5,38.3
1598,Maruti Alto,Red,2017,20,Petrol,Automatic,1984,5,10.7
1599,Maruti Alto,Yellow,2015,10,Petrol,Automatic,2179,5,34.8
1600,Hyundai i20,Orange,2017,13,Diesel,Manual,1200,7,52.2
1601,Hyundai i20,Silver,2020,21,Diesel,Automatic,1400,7,51.7
1602,Honda City,Yellow,2015,13,Petrol,Automatic,2179,7,34.1
1603,Ford EcoSport,Black,2020,18,Diesel,Automatic,1984,7,51.0
1604,Hyundai i20,Silver,2020,12,Petrol,Automatic,2179,5,11.2
1605,Maruti Alto,Orange,2021,19,Petrol,Automatic,800,7,13.9
1606,BMW X1,Brown,2019,19,Diesel,Automatic,1400,5,32.1
1607,Ford EcoSport,White,2018,23,Diesel,Manual,800,5,16.2
1608,Ford EcoSport,Blue,2019,24,Petrol,Automatic,2400,5,5.0
1609,Mahindra XUV500,Black,2020,16,Diesel,Manual,1984,7,25.3
1610,Tata Nexon,Brown,2015,17,Diesel,Manual,1995,7,44.5
1611,BMW X1,Brown,2020,22,Diesel,Manual,800,5,15.7
1612,Honda City,White,2015,12,Petrol,Automatic,1984,7,20.9
1613,Hyundai i20,Grey,2015,11,Petrol,Manual,1400,5,11.0
1614,Ford EcoSport,Orange,2021,22,Petrol,Manual,1498,7,21.9
1615,Honda City,Yellow,2015,21,Petrol,Manual,1498,5,33.2
1616,Kia Seltos,Orange,2017,16,Petrol,Automatic,1500,7,44.9
1617,Maruti Alto,Grey,2021,24,Petrol,Automatic,1200,7,17.5
1618,Toyota Innova,Grey,2019,19,Diesel,Manual,1984,5,22.1
1619,Maruti Alto,Black,2020,22,Petrol,Manual,1498,5,17.8
1620,BMW X1,Orange,2021,15,Petrol,Automatic,2179,7,35.8
1621,Hyundai i20,White,2022,19,Diesel,Automatic,1498,5,5.1
1622,Tata Nexon,Silver,2019,19,Petrol,Manual,1498,7,25.6
1623,BMW X1,Brown,2020,10,Diesel,Automatic,1200,5,51.7
1624,Tata Nexon,Yellow,2015,17,Petrol,Automatic,1498,5,45.5
1625,Mahindra XUV500,Green,2016,22,Diesel,Automatic,800,7,36.4
1626,Audi Q5,Green,2022,13,Petrol,Automatic,1400,7,6.1
1627,Audi Q5,Brown,2020,14,Diesel,Manual,1984,5,25.6
1628,Maruti Alto,Grey,2021,21,Petrol,Manual,2400,7,5.6
1629,Honda City,Red,2016,19,Diesel,Manual,800,5,50.4
1630,BMW X1,Black,2022,10,Diesel,Automatic,1400,7,10.5
1631,Kia Seltos,Red,2017,14,Diesel,Manual,1995,7,26.5
1632,Audi Q5,Yellow,2020,22,Diesel,Manual,1995,5,49.1
1633,BMW X1,Green,2017,15,Petrol,Automatic,1200,7,31.9
1634,Maruti Alto,Yellow,2021,14,Diesel,Automatic,1984,5,11.3
1635,Toyota Innova,Brown,2017,16,Diesel,Automatic,1200,5,16.1
1636,Toyota Innova,Brown,2015,11,Petrol,Automatic,2400,7,53.1
1637,BMW X1,Green,2020,22,Petrol,Manual,1400,5,46.6
1638,Audi Q5,Orange,2021,14,Diesel,Automatic,1995,7,39.4
1639,Kia Seltos,Green,2020,14,Diesel,Manual,1400,5,32.2
1640,Mahindra XUV500,Orange,2020,19,Diesel,Manual,1500,5,20.7
1641,Audi Q5,Grey,2016,13,Petrol,Manual,1200,7,25.2
1642,BMW X1,Silver,2021,23,Petrol,Automatic,1498,7,28.4
1643,BMW X1,Black,2015,12,Diesel,Manual,1984,7,9.0
1644,Hyundai i20,Yellow,2015,21,Diesel,Automatic,800,5,25.9
1645,Tata Nexon,Green,2018,19,Diesel,Manual,1500,5,36.7
1646,Toyota Innova,Brown,2019,10,Petrol,Manual,1984,7,28.6
1647,Audi Q5,Green,2016,21,Petrol,Automatic,1995,7,12.8
1648,Honda City,Green,2017,10,Diesel,Manual,800,5,19.8
1649,Toyota Innova,Green,2021,24,Petrol,Automatic,1200,5,48.7
1650,Audi Q5,Silver,2022,19,Diesel,Manual,1400,7,23.0
1651,Maruti Alto,Grey,2015,19,Petrol,Manual,1500,5,39.9
1652,Maruti Alto,White,2022,14,Petrol,Automatic,1200,5,46.1
1653,Mahindra XUV500,Silver,2016,17,Petrol,Automatic,1500,7,18.1
1654,Mahindra XUV500,Green,2019,12,Petrol,Manual,2400,7,31.0
1655,Tata Nexon,White,2020,15,Petrol,Manual,2179,7,10.3
1656,Audi Q5,Black,2020,17,Petrol,Manual,800,5,19.2
1657,Ford EcoSport,Grey,2018,11,Diesel,Automatic,2179,7,19.3
1658,Honda City,Yellow,2015,22,Petrol,Manual,1995,5,48.6
1659,Kia Seltos,Green,2016,17,Petrol,Manual,2179,5,6.5
1660,Hyundai i20,White,2018,20,Petrol,Manual,800,7,41.2
1661,Kia Seltos,Red,2019,16,Diesel,Manual,1200,7,36.2
1662,Kia Seltos,Silver,2020,21,Diesel,Manual,1498,7,41.8
1663,Mahindra XUV500,Brown,2018,20,Diesel,Manual,1200,5,15.6
1664,Hyundai i20,White,2022,23,Petrol,Manual,2400,7,18.0
1665,Honda City,Yellow,2016,10,Petrol,Automatic,1984,5,4.2
1666,Toyota Innova,Silver,2016,22,Diesel,Automatic,1995,5,43.6
1667,Ford EcoSport,White,2016,12,Petrol,Automatic,1498,7,17.9
1668,BMW X1,White,2016,20,Diesel,Manual,2400,5,24.9
1669,Ford EcoSport,Grey,2022,15,Diesel,Manual,1498,7,8.3
1670,Ford EcoSport,Silver,2015,12,Diesel,Automatic,2179,7,26.6
1671,Mahindra XUV500,Brown,2020,19,Petrol,Automatic,1995,7,19.2
1672,Ford EcoSport,Yellow,2016,21,Diesel,Manual,2179,5,30.2
1673,Maruti Alto,White,2016,21,Petrol,Manual,2179,5,24.7
1674,BMW X1,Yellow,2019,14,Petrol,Manual,2179,7,3.7
1675,Honda City,White,2022,20,Petrol,Manual,1400,5,15.1
1676,Tata Nexon,Blue,2020,23,Diesel,Automatic,1984,7,45.8
1677,Mahindra XUV500,Black,2017,16,Diesel,Manual,2179,7,28.5
1678,Hyundai i20,Green,2020,18,Diesel,Manual,1500,5,40.7
1679,Toyota Innova,Red,2015,24,Petrol,Automatic,1200,7,31.5
1680,Audi Q5,Brown,2018,12,Petrol,Automatic,800,7,25.6
1681,Tata Nexon,Grey,2022,20,Petrol,Manual,1200,7,40.2
1682,Audi Q5,Black,2018,13,Diesel,Manual,1400,7,11.3
1683,Mahindra XUV500,Green,2021,11,Petrol,Automatic,1498,5,26.6
1684,Mahindra XUV500,Grey,2022,24,Diesel,Automatic,2179,5,19.9
1685,Honda City,Black,2020,14,Petrol,Automatic,1984,7,51.7
1686,Toyota Innova,Green,2021,17,Diesel,Manual,800,5,21.8
1687,Ford EcoSport,Blue,2018,14,Diesel,Automatic,1995,7,19.6
1688,Audi Q5,Brown,2017,11,Petrol,Automatic,2179,7,17.6
1689,BMW X1,Blue,2017,15,Petrol,Manual,1200,5,54.2
1690,Ford EcoSport,Yellow,2022,24,Petrol,Automatic,1984,7,37.3
1691,Mahindra XUV500,Yellow,2016,20,Petrol,Automatic,1984,5,21.0
1692,Mahindra XUV500,Brown,2016,13,Petrol,Manual,800,5,13.9
1693,Tata Nexon,Red,2016,18,Diesel,Automatic,2400,7,51.2
1694,BMW X1,Brown,2022,24,Petrol,Automatic,800,7,41.1
1695,Honda City,Brown,2022,22,Diesel,Automatic,1500,7,26.7
1696,Toyota Innova,Black,2017,21,Diesel,Automatic,1995,7,39.8
1697,Ford EcoSport,White,2016,18,Petrol,Manual,1984,5,14.6
1698,Mahindra XUV500,Silver,2021,15,Diesel,Manual,1200,5,9.2
1699,Honda City,Red,2019,14,Petrol,Automatic,2179,5,34.5
1700,Maruti Alto,Brown,2019,19,Diesel,Automatic,1995,7,8.9
1701,Audi Q5,Brown,2021,23,Diesel,Automatic,1400,5,50.1
1702,Tata Nexon,Blue,2018,11,Diesel,Automatic,2400,7,38.1
1703,BMW X1,Blue,2021,20,Petrol,Manual,2179,5,6.5
1704,BMW X1,Grey,2019,11,Petrol,Automatic,1984,5,32.5
1705,Maruti Alto,Red,2020,21,Diesel,Automatic,1498,7,8.9
1706,Hyundai i20,White,2015,10,Petrol,Manual,1200,7,32.2
1707,Toyota Innova,White,2018,12,Diesel,Automatic,2400,7,37.4
1708,Honda City,Silver,2016,22,Diesel,Automatic,800,5,11.4
1709,Toyota Innova,Orange,2015,11,Petrol,Automatic,1498,7,43.9
1710,Honda City,Blue,2021,23,Petrol,Automatic,800,7,26.6
1711,Toyota Innova,Grey,2022,17,Petrol,Automatic,2400,7,25.6
1712,Tata Nexon,Red,2016,15,Petrol,Automatic,1498,5,33.2
1713,Toyota Innova,Brown,2016,16,Petrol,Manual,1500,5,32.0
1714,Toyota Innova,Yellow,2019,16,Petrol,Manual,1984,7,54.0
1715,BMW X1,Brown,2018,21,Diesel,Manual,800,7,5.5
1716,Mahindra XUV500,Red,2015,10,Petrol,Manual,1400,5,53.9
1717,Audi Q5,Yellow,2015,24,Petrol,Automatic,1400,7,40.8
1718,Tata Nexon,Grey,2020,10,Petrol,Automatic,1984,7,45.7
1719,Maruti Alto,Silver,2022,18,Petrol,Automatic,1498,5,24.6
1720,BMW X1,Grey,2019,12,Diesel,Manual,1984,5,25.4
1721,Toyota Innova,Yellow,2016,24,Petrol,Manual,1500,5,39.6
1722,Kia Seltos,Black,2016,18,Diesel,Automatic,1984,5,19.4
1723,Honda City,Green,2020,21,Diesel,Automatic,1500,7,50.0
1724,Maruti Alto,Green,2019,17,Diesel,Manual,1984,5,13.8
1725,Maruti Alto,Yellow,2022,11,Petrol,Manual,1498,5,38.6
1726,Kia Seltos,Grey,2016,21,Petrol,Automatic,2179,5,30.2
1727,Audi Q5,Black,2017,15,Petrol,Manual,2179,5,8.9
1728,Honda City,Grey,2019,14,Diesel,Manual,1500,5,44.8
1729,Ford EcoSport,Green,2021,15,Diesel,Manual,2179,7,48.4
1730,Maruti Alto,Black,2015,18,Diesel,Automatic,1498,7,49.7
1731,Hyundai i20,Blue,2020,11,Diesel,Automatic,1984,7,17.2
1732,Tata Nexon,Blue,2019,14,Diesel,Manual,1500,7,21.7
1733,Hyundai i20,Silver,2018,15,Petrol,Manual,1498,7,48.6
1734,Maruti Alto,Green,2016,17,Diesel,Automatic,1995,7,39.3
1735,Mahindra XUV500,Silver,2018,14,Petrol,Manual,1498,7,29.6
1736,Audi Q5,Blue,2015,11,Petrol,Manual,2400,5,46.4
1737,Toyota Innova,Brown,2018,11,Diesel,Manual,1400,5,15.4
1738,BMW X1,White,2020,14,Petrol,Automatic,1400,7,15.7
1739,Tata Nexon,Green,2016,16,Diesel,Automatic,2400,5,15.2
1740,Honda City,Brown,2020,11,Diesel,Automatic,1995,7,20.8
1741,Hyundai i20,Silver,2015,14,Petrol,Manual,1200,7,29.8
1742,BMW X1,Brown,2017,20,Petrol,Automatic,2400,7,20.6
1743,Audi Q5,Blue,2015,20,Petrol,Manual,1984,5,30.5
1744,Tata Nexon,Grey,2019,17,Petrol,Manual,1984,7,46.3
1745,Kia Seltos,Yellow,2021,16,Petrol,Manual,1200,7,25.2
1746,Toyota Innova,Brown,2016,24,Petrol,Manual,2179,5,39.0
1747,Maruti Alto,Green,2017,15,Diesel,Automatic,1995,7,16.6
1748,Kia Seltos,Red,2021,18,Petrol,Automatic,2179,5,48.3
1749,Toyota Innova,Red,2020,15,Petrol,Manual,1498,5,10.7
1750,Tata Nexon,Green,2022,18,Diesel,Automatic,1500,7,16.5
1751,Ford EcoSport,Red,2021,11,Petrol,Automatic,1995,5,12.0
1752,Ford EcoSport,White,2022,16,Petrol,Manual,1500,5,8.4
1753,Tata Nexon,Black,2019,10,Petrol,Automatic,2179,7,13.8
1754,BMW X1,Red,2016,15,Diesel,Manual,2400,5,8.9
1755,Tata Nexon,Green,2015,22,Petrol,Manual,2179,7,24.3
1756,Tata Nexon,White,2015,15,Diesel,Automatic,1995,7,44.5
1757,Kia Seltos,Green,2016,13,Petrol,Automatic,2400,5,38.2
1758,BMW X1,Brown,2017,24,Diesel,Automatic,1984,7,25.8
1759,Kia Seltos,Silver,2021,19,Petrol,Automatic,2400,5,37.8
1760,Ford EcoSport,Black,2017,15,Petrol,Automatic,1984,5,54.8
1761,Audi Q5,Orange,2016,23,Diesel,Automatic,2179,5,16.5
1762,Maruti Alto,Grey,2022,11,Petrol,Automatic,1995,7,14.5
1763,Ford EcoSport,Blue,2019,14,Diesel,Manual,1984,5,36.3
1764,Audi Q5,Red,2017,13,Petrol,Manual,1984,7,53.4
1765,Hyundai i20,Brown,2019,15,Petrol,Manual,2179,7,23.6
1766,Honda City,Grey,2017,19,Diesel,Automatic,1498,7,50.5
1767,Honda City,Orange,2015,14,Diesel,Manual,2179,5,9.9
1768,Ford EcoSport,Brown,2017,23,Petrol,Manual,2179,7,52.4
1769,Maruti Alto,Orange,2017,18,Diesel,Automatic,800,5,41.9
1770,Toyota Innova,Green,2021,16,Petrol,Automatic,1984,7,27.7
1771,Tata Nexon,Orange,2015,24,Diesel,Manual,2400,7,39.4
1772,Maruti Alto,Blue,2017,21,Petrol,Manual,2179,5,27.4
1773,Honda City,Blue,2021,19,Diesel,Automatic,1400,5,49.3
1774,Maruti Alto,Black,2019,16,Diesel,Manual,1984,7,52.0
1775,Ford EcoSport,Orange,2015,23,Diesel,Automatic,2400,5,27.4
1776,Hyundai i20,Yellow,2019,17,Diesel,Automatic,2400,5,3.5
1777,Honda City,Black,2015,24,Petrol,Manual,2179,7,13.5
1778,Honda City,Silver,2020,22,Petrol,Automatic,1498,7,53.4
1779,Honda City,Red,2017,20,Diesel,Manual,1500,5,6.3
1780,Tata Nexon,Red,2021,16,Petrol,Automatic,1200,5,37.0
1781,Audi Q5,Black,2017,23,Petrol,Manual,1984,7,27.0
1782,Ford EcoSport,Black,2022,21,Petrol,Automatic,800,7,28.8
1783,Mahindra XUV500,Green,2015,22,Diesel,Automatic,1500,5,12.1
1784,BMW X1,Red,2016,23,Petrol,Manual,1498,7,41.8
1785,Toyota Innova,Red,2020,13,Petrol,Automatic,2400,5,34.9
1786,Tata Nexon,Blue,2016,10,Petrol,Manual,1200,5,6.9
1787,BMW X1,Red,2018,16,Diesel,Automatic,2400,5,46.3
1788,Honda City,Orange,2021,24,Diesel,Manual,1984,5,31.5
1789,Toyota Innova,Yellow,2022,24,Petrol,Automatic,1995,5,17.7
1790,Audi Q5,Brown,2021,13,Diesel,Automatic,1995,7,36.0
1791,Mahindra XUV500,Grey,2022,20,Petrol,Manual,1200,7,41.5
1792,Mahindra XUV500,Red,2016,14,Diesel,Automatic,1498,5,4.0
1793,Kia Seltos,Brown,2015,21,Petrol,Automatic,1498,5,34.4
1794,Kia Seltos,Blue,2019,15,Diesel,Manual,1984,7,8.8
1795,Tata Nexon,Grey,2017,17,Diesel,Automatic,1995,5,42.8
1796,Kia Seltos,Grey,2015,17,Petrol,Manual,1500,5,39.2
1797,Audi Q5,Blue,2018,11,Diesel,Manual,2400,7,28.4
1798,Mahindra XUV500,Red,2018,18,Petrol,Automatic,1995,7,47.3
1799,Hyundai i20,Brown,2017,13,Petrol,Automatic,1995,7,32.1
1800,Ford EcoSport,Blue,2022,18,Petrol,Automatic,2400,5,54.3
1801,Honda City,Red,2018,23,Diesel,Automatic,1498,5,35.6
1802,BMW X1,Silver,2018,17,Diesel,Automatic,1400,7,26.5
1803,Audi Q5,White,2021,12,Petrol,Automatic,1995,5,21.5
1804,Honda City,Blue,2020,17,Diesel,Automatic,2179,5,7.0
1805,Ford EcoSport,Green,2016,13,Diesel,Manual,800,5,35.9
1806,Toyota Innova,Black,2020,22,Petrol,Manual,1498,7,20.5
1807,Tata Nexon,Blue,2020,21,Petrol,Automatic,1498,7,30.2
1808,Tata Nexon,Black,2019,22,Petrol,Automatic,1400,7,5.5
1809,Kia Seltos,Red,2018,18,Diesel,Manual,2179,5,39.4
1810,Audi Q5,Yellow,2022,11,Petrol,Automatic,1200,5,19.3
1811,Tata Nexon,Green,2017,22,Petrol,Manual,1500,7,18.9
1812,Audi Q5,White,2021,15,Petrol,Manual,2400,5,39.8
1813,Toyota Innova,Grey,2020,22,Diesel,Manual,1995,5,9.2
1814,BMW X1,Grey,2016,19,Petrol,Automatic,1498,7,28.4
1815,Kia Seltos,Silver,2021,13,Diesel,Manual,1498,5,42.2
1816,Mahindra XUV500,Yellow,2018,13,Petrol,Manual,800,5,40.5
1817,Toyota Innova,Orange,2019,17,Petrol,Manual,1984,5,27.8
1818,Hyundai i20,Yellow,2019,19,Petrol,Manual,1995,7,34.4
1819,Honda City,Yellow,2019,14,Petrol,Automatic,1498,7,44.6
1820,Maruti Alto,Red,2019,15,Petrol,Manual,2179,7,25.1
1821,Mahindra XUV500,White,2018,20,Petrol,Manual,2400,5,23.1
1822,Maruti Alto,Blue,2018,20,Diesel,Manual,2400,7,37.1
1823,Mahindra XUV500,Orange,2020,21,Petrol,Automatic,1400,7,10.8
1824,Maruti Alto,Brown,2022,17,Petrol,Manual,2400,7,24.0
1825,Honda City,White,2021,17,Petrol,Manual,1500,7,34.3
1826,Ford EcoSport,Black,2018,18,Petrol,Automatic,2179,7,38.8
1827,Kia Seltos,Black,2018,16,Petrol,Manual,1995,7,25.3
1828,Tata Nexon,Orange,2018,24,Petrol,Manual,1984,7,51.7
1829,Honda City,Orange,2022,11,Diesel,Manual,1200,5,48.4
1830,Honda City,Yellow,2020,19,Diesel,Automatic,1400,7,37.3
1831,BMW X1,Silver,2018,21,Diesel,Automatic,2400,5,43.8
1832,Kia Seltos,Black,2022,13,Diesel,Manual,1995,7,29.3
1833,BMW X1,Brown,2015,22,Petrol,Manual,1200,7,4.1
1834,Mahindra XUV500,Black,2020,22,Diesel,Automatic,1200,5,45.4
1835,Toyota Innova,Brown,2018,24,Petrol,Manual,1498,5,30.1
1836,Mahindra XUV500,Grey,2015,19,Petrol,Manual,1400,7,45.3
1837,Kia Seltos,Orange,2022,24,Diesel,Manual,1200,5,9.4
1838,Audi Q5,Orange,2015,16,Petrol,Manual,1500,7,29.6
1839,Hyundai i20,Grey,2016,10,Diesel,Manual,800,7,30.0
1840,Audi Q5,Red,2019,12,Diesel,Automatic,1500,7,29.3
1841,Audi Q5,Brown,2020,23,Diesel,Manual,1200,7,7.5
1842,Toyota Innova,Green,2021,21,Diesel,Automatic,1498,7,28.7
1843,Mahindra XUV500,White,2022,13,Petrol,Manual,1200,7,44.5
1844,Honda City,Grey,2015,11,Petrol,Automatic,1498,7,14.2
1845,Audi Q5,Blue,2019,21,Diesel,Automatic,1498,5,54.0
1846,Kia Seltos,Green,2017,14,Petrol,Manual,1995,5,28.0
1847,Tata Nexon,Blue,2019,14,Diesel,Automatic,1984,7,11.0
1848,Honda City,Yellow,2018,17,Diesel,Manual,1498,5,14.3
1849,Honda City,Red,2022,21,Petrol,Automatic,800,5,28.1
1850,Ford EcoSport,Orange,2017,19,Diesel,Automatic,1200,5,41.9
1851,Mahindra XUV500,Blue,2018,22,Petrol,Manual,1500,5,23.9
1852,Kia Seltos,Grey,2019,18,Petrol,Automatic,2400,5,38.2
1853,Toyota Innova,Blue,2019,21,Diesel,Manual,2179,7,33.2
1854,Audi Q5,Green,2019,23,Petrol,Automatic,800,7,42.8
1855,Ford EcoSport,Grey,2021,21,Petrol,Manual,2179,7,29.5
1856,Audi Q5,Red,2022,23,Diesel,Automatic,1400,7,39.6
1857,Maruti Alto,Blue,2019,19,Diesel,Automatic,1200,5,10.5
1858,Ford EcoSport,Red,2015,12,Diesel,Automatic,1500,5,32.7
1859,BMW X1,Orange,2018,13,Diesel,Automatic,1400,5,29.2
1860,Maruti Alto,Brown,2018,11,Diesel,Automatic,1200,7,25.0
1861,Audi Q5,Orange,2019,11,Diesel,Automatic,1498,7,30.2
1862,Maruti Alto,Orange,2016,11,Petrol,Manual,1984,7,47.4
1863,Hyundai i20,White,2020,14,Diesel,Manual,1500,5,16.0
1864,Honda City,Blue,2016,20,Petrol,Automatic,2179,7,44.9
1865,Audi Q5,Orange,2019,12,Diesel,Manual,2179,5,9.1
1866,Ford EcoSport,Orange,2020,10,Diesel,Automatic,1498,7,7.3
1867,Toyota Innova,Silver,2020,14,Diesel,Manual,1995,7,37.6
1868,Maruti Alto,Black,2019,10,Petrol,Automatic,1400,5,30.6
1869,Ford EcoSport,Grey,2022,18,Petrol,Automatic,1200,7,21.3
1870,Hyundai i20,Red,2015,10,Petrol,Automatic,1498,5,48.3
1871,Honda City,Grey,2021,11,Diesel,Manual,800,7,11.3
1872,Maruti Alto,Red,2016,10,Diesel,Manual,1498,7,49.7
1873,Ford EcoSport,Yellow,2019,16,Diesel,Manual,1984,7,18.7
1874,BMW X1,Silver,2022,12,Diesel,Automatic,2179,7,13.2
1875,Toyota Innova,Grey,2018,22,Petrol,Automatic,1995,5,46.0
1876,Kia Seltos,Brown,2015,10,Diesel,Automatic,1400,7,48.6
1877,BMW X1,Grey,2015,16,Diesel,Automatic,1498,5,38.7
1878,Tata Nexon,Grey,2021,14,Petrol,Manual,1400,7,19.4
1879,Maruti Alto,Yellow,2022,18,Petrol,Manual,1400,7,21.4
1880,BMW X1,Grey,2016,22,Diesel,Manual,1200,5,24.0
1881,Audi Q5,Orange,2015,16,Petrol,Manual,1400,7,53.4
1882,Audi Q5,Brown,2016,16,Petrol,Manual,1984,5,26.9
1883,BMW X1,White,2020,14,Diesel,Automatic,1400,7,37.4
1884,Ford EcoSport,Red,2021,14,Petrol,Automatic,2179,5,18.5
1885,BMW X1,Silver,2019,18,Diesel,Manual,1200,5,38.6
1886,Kia Seltos,Brown,2019,14,Diesel,Automatic,1995,5,27.8
1887,Toyota Innova,Yellow,2022,11,Diesel,Automatic,1400,5,51.0
1888,Tata Nexon,Orange,2020,12,Petrol,Automatic,1995,5,6.1
1889,Audi Q5,Silver,2016,17,Petrol,Automatic,1984,7,43.5
1890,Audi Q5,Grey,2021,10,Petrol,Automatic,1400,7,25.0
1891,Mahindra XUV500,Silver,2018,12,Diesel,Manual,1500,5,40.2
1892,Maruti Alto,Silver,2019,24,Petrol,Manual,1200,7,50.6
1893,Audi Q5,Red,2017,17,Petrol,Manual,1995,7,26.7
1894,Honda City,Green,2020,11,Diesel,Manual,1984,7,11.0
1895,Audi Q5,Green,2022,11,Diesel,Manual,1200,7,19.4
1896,Honda City,Black,2016,13,Diesel,Manual,2179,5,12.5
1897,Hyundai i20,Red,2021,21,Diesel,Automatic,2400,7,33.9
1898,Hyundai i20,Green,2016,22,Diesel,Manual,1984,5,26.7
1899,Toyota Innova,Silver,2017,11,Diesel,Manual,2179,5,54.4
1900,Mahindra XUV500,Red,2018,13,Petrol,Manual,1498,5,44.9
1901,Ford EcoSport,Red,2021,10,Petrol,Manual,1995,5,26.4
1902,Toyota Innova,Blue,2019,12,Petrol,Manual,2179,7,51.0
1903,Audi Q5,Black,2018,17,Diesel,Automatic,1200,5,38.2
1904,Toyota Innova,Black,2021,18,Petrol,Automatic,1400,7,25.8
1905,Toyota Innova,Silver,2017,23,Petrol,Automatic,2400,5,19.4
1906,Maruti Alto,Green,2021,17,Diesel,Automatic,1500,7,53.7
1907,Hyundai i20,Red,2021,24,Petrol,Automatic,1400,5,22.6
1908,Maruti Alto,White,2022,17,Petrol,Manual,1498,7,37.1
1909,Toyota Innova,Brown,2018,14,Diesel,Automatic,1498,5,6.4
1910,Honda City,Yellow,2020,12,Petrol,Automatic,1400,7,42.8
1911,Toyota Innova,White,2019,10,Diesel,Manual,2400,7,7.4
1912,Mahindra XUV500,White,2019,20,Petrol,Manual,1500,7,36.7
1913,Honda City,Yellow,2021,14,Diesel,Manual,1995,5,22.4
1914,BMW X1,Blue,2018,13,Petrol,Manual,800,7,44.1
1915,Honda City,Yellow,2016,11,Petrol,Manual,800,7,51.3
1916,Ford EcoSport,Orange,2018,23,Petrol,Manual,800,7,52.4
1917,Tata Nexon,Silver,2021,24,Petrol,Manual,1200,7,44.0
1918,Audi Q5,Blue,2021,12,Diesel,Manual,1200,5,11.7
1919,Kia Seltos,Green,2017,19,Diesel,Manual,1200,5,8.4
1920,Hyundai i20,Grey,2018,11,Diesel,Automatic,2179,5,32.9
1921,Kia Seltos,Green,2021,18,Diesel,Automatic,2179,5,33.7
1922,Audi Q5,Grey,2021,18,Petrol,Automatic,800,7,8.1
1923,Hyundai i20,Blue,2016,21,Petrol,Manual,1400,5,11.1
1924,Tata Nexon,Orange,2016,24,Diesel,Manual,1400,7,6.6
1925,Tata Nexon,Blue,2022,13,Petrol,Automatic,1500,7,15.4
1926,Kia Seltos,Black,2017,16,Petrol,Automatic,1400,5,32.4
1927,Kia Seltos,Brown,2021,17,Petrol,Automatic,1500,5,9.6
1928,Ford EcoSport,Silver,2021,10,Diesel,Manual,1995,5,27.9
1929,Tata Nexon,Silver,2016,14,Petrol,Manual,1500,7,13.7
1930,Toyota Innova,Red,2019,10,Diesel,Manual,800,7,30.5
1931,Audi Q5,Yellow,2017,18,Petrol,Manual,1995,5,46.3
1932,Ford EcoSport,Yellow,2017,16,Petrol,Manual,1500,5,28.9
1933,Hyundai i20,Blue,2020,17,Diesel,Automatic,2179,7,26.3
1934,Mahindra XUV500,Orange,2018,24,Diesel,Manual,800,5,29.3
1935,Kia Seltos,Blue,2018,23,Petrol,Manual,1200,5,54.2
1936,Toyota Innova,Blue,2015,20,Petrol,Automatic,800,5,20.4
1937,Kia Seltos,Green,2015,21,Petrol,Automatic,1500,7,47.3
1938,Audi Q5,Blue,2019,18,Diesel,Automatic,2400,5,4.2
1939,Hyundai i20,Green,2022,15,Diesel,Manual,1498,5,12.0
1940,Tata Nexon,Red,2019,17,Diesel,Automatic,1200,7,6.1
1941,Mahindra XUV500,White,2015,21,Petrol,Automatic,1400,5,13.2
1942,Toyota Innova,Blue,2019,19,Diesel,Manual,1984,5,30.9
1943,Maruti Alto,Black,2016,12,Petrol,Automatic,800,7,44.9
1944,Mahindra XUV500,Silver,2019,12,Petrol,Manual,1500,5,40.9
1945,Mahindra XUV500,Black,2019,24,Diesel,Manual,800,7,52.5
1946,Mahindra XUV500,Grey,2017,22,Diesel,Automatic,2179,7,12.7
1947,Hyundai i20,Red,2022,14,Petrol,Manual,1995,5,34.4
1948,Tata Nexon,Blue,2022,12,Diesel,Manual,2179,5,26.9
1949,Tata Nexon,Red,2022,11,Diesel,Manual,1498,5,40.1
1950,Kia Seltos,Orange,2016,17,Petrol,Automatic,2179,5,34.2
1951,Honda City,Yellow,2020,16,Diesel,Automatic,2179,5,37.7
1952,Ford EcoSport,Silver,2017,11,Petrol,Manual,1500,7,52.8
1953,Mahindra XUV500,Green,2017,24,Diesel,Manual,800,7,8.7
1954,Kia Seltos,Blue,2018,13,Petrol,Manual,800,7,37.4
